,ID,text,labels
8431,1429826556491444225t,"After 8 months ? Developed in 2 days ? What is wrong with the world to accept this fraud . "" Pfizer's COVID - 19 vaccine received full approval from the FDA on Monday , the first COVID - 19 vaccine to move out of its Emergency Use Authorization stage . "" ",rushed
9275,1342229968944726016t,"Make sure you tell your 10000 souls - 2.78 % of Pfizer vaxx recipients since Dec 14 , 2020 had adverse reactions & can't work now - need medical intervention . That's 278 Ontarians . That's 27800 per million . Merry Christmas . ",side-effect
8650,1312784637878362113t," Hmmm , well done downplaying the adverse effects and changing to a such positive encouraging tone ... This is what you should be reporting , a real testimony from Luke H who shared his horrific side effect from Moderna Covid vaccine ... ",side-effect
4467,1333559446946148359t, Court cases started in India with volunteers who tested the novel C19 vaccine by AstraZeneca & suffered adverse reactions . Despite this European Commission president Ursula von der Leyen said the Commission will authorise a contract for up to 300 million doses of it . #nothanks ,side-effect
2728,1304797754003054594t,"Nope nope nope ! ! You don ’ t just resume a phase III trial in a few days after someone becomes seriously ill . This is not robust or safe vaccine development . No , no , no . Do not trust Astra Zeneca .",side-effect
568,1277988416249114626t, Tried and true childhood vaccines I ’ m on board . I declined the flu vaccine as it was a moving target every year and I rarely get the flu . Covid vax ? No thanks . I ’ ll take the Darwin approach on Covid 😊,none
8568,1333401745431568386t,"Right now , the only vaccine I would trust is Pfizer ’ s bc they announced first . But I really don ’ t trust any of them . Not being anti vax , it ’ s how fast they want them marketed that scares me .",pharma rushed
2807,1395162069956120576t, In other countries people that have used Johnson and Johnson have had major outbreaks because these vaccines don't work well against variants .,ineffective pharma
5904,1327601087717793792t,"  Ok , it's quite simple , Pfizer are a business , businesses have to make money , Pfizer have spent billions developing this vaccine , they wouldn't be doing it if they weren't going to make money so if Pharma cannot make money from drugs , pharma doesn't exist , we have no drugs .",pharma
4305,1376684316151975938t,"Is it ok to experiment on people who are over 55 , and be guinea pigs ? Who is more likely to have blood clots , someone over 55 or under 55 . The maker of AstraZeneca should be forced to produce an effective vaccine rather than an experimental one . I call em as I see em .",rushed side-effect
2771,1375781340000493568t, 99.8 % recovery rate ( if not more for all the people who had it and just stayed home ) . Plus we know that the vulnerable are those living with specific pre - existing conditions and elderly living in long term care so ... NO to vaccine passports or for making Covid vaccine mandatory .,mandatory
758,1224142070425817089t,Oh Look At That A Vaccine Made To Counter Corona Virus More Bullshit For The Docile Unconscious Zombies ,ineffective
4246,1377364601889718274t,🤬 WHAT IS THE PRIMARY GOAL OF DEMONIC - RATS ~ 1 ~ FINANCIAL GAIN ~ POWER GRAB 2 ~ ADVANCE THE PANDEMIC 3 ~ FORCED VACCINATION ~ DELIBERATELY INJECT ~ COVID - 19 INSTEAD OF VACCINE TO STOP IT 4 ~ ESCALATE THE DEATH OF AMERICA'S ECONOMY 5 ~ PROMOTE POPULATION REDUCTION 6 ~ CELEBRATE CHINA ~ THE NWO 🤬,conspiracy mandatory political
1961,1336359306099372041t,   Head Of Pfizer Research : C0VlD VACClNE Is Female Sterilization . ,side-effect
1314,1378509049516466176t, That's what they want ... It's about control . The vaccine wasn't created for Covid - 19 . Covid - 19 was created for the vaccine . #Fact ,ineffective
764,1339373003172425730t,   Is he away that even a ceo at Pfizer said he wouldn ’ t even take the vaccine 🤔,pharma
695,1364542319207268357t,"  No he ’ s the worst and has no backbone , how can anyone consider having a vaccine passport when it clearly goes against our freedoms as individuals",mandatory
9333,1322477345610096640t, Malaria vaccination maybe But we all know what's in it,ingredients
6001,1347230389203578883t,"EXCLUSIVE : Wife of ' perfectly healthy ' Miami doctor , 56 , who died of a blood disorder 16 days after getting Pfizer Covid - 19 vaccine is certain it was triggered by the jab , as drug giant in ... via  ",side-effect
2581,1351344745679732749t,Covaxin company warns people with medical conditions not to take jab . Then why the hell was Dr Ella of  going from channel to channel and pleading for approval of his vaccine ?    ,pharma
183,1334166193301835776t, Agreed . If anyone wants to take a vaccine co - developed by a Chinese company .,country
9325,1344728152178741249t, Absolutely no way a vaccine using aborted fetuses is ok . The priests are brainwashed fools . The Roman Catholic church has been corrupted .,ingredients religious
3949,1369796230725988356t, You mean the vaccine that doesn't actually prevent you from getting Covid ? You have a better chance of survival if you get the virus and let your immune system fight it naturally .,ineffective unnecessary
6962,1365343182142066689t,"Health Canada approves use of AstraZeneca's COVID - 19 vaccine | CBC News  The department's regulators have authorized the shot for use in all adults 18 and older , finding the shot had an estimated efficacy rate of 62 per cent . ONLY 62 % folks , i won't get it",ineffective
8625,1332487065640996865t,2 / Oxford AstraZeneca to conduct another trial after scientists ' concerns . NONE of their concerns pertain to : Deliberate masking of adverse side effects Control group not given a placebo ALL C19 vax exempt from liabilities ➡ ️  ⤵ ️ ,side-effect
4959,1295295635168665602t,AstraZeneca to be exempt from coronavirus vaccine liability claims in most countries | Article [ AMP ] | Reuters - Really ? Let the politicians get vaccinated first ! The rest of the world will wait & see if there are any side effects in 4 years ’ time ! 👎 ,pharma side-effect
7657,1303288007433351168t,    When POLITICIANS like  and  ( who said she would NEVER take Trump Vaccine - as IF  did the formulation and not Pfizer and J & J ) REALLY SHOWS how disgraceful they have become and the MEDIA'S promotion of it is 👎 👎,political
5647,1329868579886526467t,"    independent regulator ? haha , another corrupt agency that's funded by big pharma . the bullshit that comes out of your mouth is staggering . MHRA have requested and AI firm to handle the massive influx of side effects . True Matthew ?",pharma
37,1443326944725114889t,"🇨 🇦 🔥 🚨 Shocking must see ! Alert ! Dr . Carrie Madej : First U . S . lab examines "" vaccine "" vials Horrific findings revealed "" Self aware Organism with tentacles "" 🚨 Found in Moderna Vaccine #onpoli #canpoli #VaxToTheMax #VaxToSchool #TeamToronto #TeamCanada ",ingredients
3700,1328804559158980610t," The developer is "" very confident "" is a definitive closure of debate ? Why is it unreasonable to note and express concern that a Corona family vaccine developed , tested , validated in months not years is potentially to be pushed on entire populations ?",mandatory rushed
8452,1328051673986703360t,"Yippee it has no serious side effects so does that mean it has other side effects ? . What about possible side effects in 23,45 years . It ’ s a no from me . Coronavirus latest news : New vaccine has ' no serious side effects ' , says BioNTech founder ",side-effect
7987,1405827611855519744t," NACI advices is ridiculous , I don't know how they called scientific research . More , how do you explain us who got 2 Astra Zeneca vaccine doses we're really protected , without leaving 2160,000 Canadians in a health limbo ?",ineffective
365,1339371385584562177t,"BREAKING ! This is what       does not want you to see and hear as they condition you with media narratives to take   "" vaccines "" that could PERMANENTLY BLIND YOU ! #PfizerPoison ",side-effect
2214,1409165105238056961t,"   But not two doses yet , because we have to be unique and leave a 10 - 12 week gap instead of vaccinating people properly . Most fully vaccinated Delta fatalities were with AstraZeneca .",side-effect
2194,1383149008827342853t,Norway Stops Experimental AstraZeneca COVID Shots : “ Higher Risk Associated with AstraZeneca Vaccine than from COVID - 19 Disease ” - Vaccine Impact ,rushed side-effect
839,1340720130888773636t, I am hoping the Pfizer ones are trashed and what is not justice is HCQ & Zinc ... that would be an awesome Trump Card,ineffective
354,1351989095405400072t,Patrick Vallance has £ 600000 of shares in vaccine companies ! No wonder he wants us all to have the Covid vaccine every year ! !   Conflicts of interest among the UK government ’ s covid - 19 advisers ,pharma political
5,1433186539970965504t,"“ New Zealand reported its first recorded death linked to the Pfizer / BioNTech COVID - 19 vaccine , the health ministry said on Monday , after a woman suffered a rare heart muscle inflammation side effect . ” ⁦  ⁩ #novaccinepassportanywhere ",side-effect
5173,1297510125025058818t,"What ’ s your thoughts ⁦  ⁩ .. you taking your buddy Putin ’ s vaccine ? ? Or are you gonna wait for ⁦  ⁩ vaccine ? #cornball Most Russians Say ' Hell , No ! ' They're Not Taking Putin's COVID - 19 Vaccine ",country
9585,1399478591071657991t,"Johnson and Johnson ask for SCOTUS to throw out $ 2 billion payment  via  They have given EUA to these people for a vaccine ! They don't care who they damage , they have been aware of the Cancer link since the 1950 ' s but wealth comes before health !",pharma side-effect
5755,1340078220255916033t," these vaccines are not a "" cure "" . You should read the negative articles about Moderna's vaccine , which Trump has already ordered some 200 Million doses .  ",ineffective
9548,1318994189305131008t,Brazil health authority : COVID vaccine trial volunteer has died  DIED FROM the vaccine developed by AstraZeneca and Oxford U . but testing to continue .       #firefauci,side-effect
6102,1366028797783511044t,"  That 60 to 70 percent effectiveness would mean that all the things I do know to protect myself have to continue even after the vaccine kicks in . If there is an 8 % risk that the vaccine did not work , I would take that risk , but not if that risk is 30 % .",ineffective
2676,1349828068827869191t," Covid Downgraded from High Infectious Disease back in March 2020 , PCR Tests that don ’ t pick up infectious viruses ( currently flu season or flu jab symptoms will show as positive ) Vaccine that don ’ t protect you or anyone else , Witty £ 60k shares on Pfizer , So many faults 🤷 ‍ ♂ ️",ineffective
2948,1364922469665173504t,Please don ’ t take that Covid vaccine it ’ s poison . Another Dr I heard said it will start attacking the White Blood cells in 4 - 6 months after taking .,side-effect
3686,1354407712256352257t,"Dr . James Lyons - Weiler | PA Medical Freedom Press Conference ( Oct . 20 , 2020 – MUST - WATCH Video ) : Moderna Vaccine Causes SERIOUS ADVERSE EVENTS In 21 % Of Patients #COVID1984 #Agenda21 #NWO #COVID19 #TheGreatReset ",side-effect
4322,1331586723810304000t,People watch video and read article in The Mirror Project on Pfizer rap sheet . The many many crimes they commit . This vaccine from them is dangerous . Don ’ t touch it,pharma side-effect
6636,1254245728605499393t,First person to be given test #vaccine in the #UK has died . A vaccine is not possible because people can be #infected with #COVID_19 twice ! No #herd #resistance .    #covid19uk  #SocialDistancing ,ineffective side-effect
376,1300309448460623874t, In my state it says no Covid cases for 30 days or 40 % of the population vaccinated . This means never to me,unnecessary
4952,1368076236967145473t," Obviously not . You get a flu vaccine and still have a chance of getting the flu , it ’ s like any other vaccine . I know I can still get COVID and spread it , that is why I ’ m still being as safe as possible - wearing my mask , leaving my house for essentials only , social distancing , etc",ineffective
8166,1338555544714539008t,"Those vacines have not be properly tested , and no one , under any circumstances should be forced to take them . #MondayThoughts Australia scraps a Covid - 19 vaccine that produced H . I . V . false positives . ",mandatory rushed
2286,1351844398930210817t,"If you are < 40 , healthy & fit and have no conditions or situations that may put you at extra risk , you don't need a vaccine for #covid19 . 0 % risk from infection . High asymptomatic % . If you've had covid , you have immunity . The ' vaccine ' may not prevent transmission or infection .",ineffective unnecessary
3243,1350005241316519942t, Please look into research from Norway . Pfizer vaccine might not be safe for the old and frail . This is important .,ineffective
2549,1376789791988191233t,"DONT GET JAB ! MUST READ testimony by Dr Vanessa Schmidt Krueger The mRNA Biontech ' vaccine ' is NOT a vaccine , it's a engineered drug , meant to alter DNA . In fact she calls it a "" genetic experiment "" . Says it is "" Criminal "" "" Severe malpractice "" "" Shocking "" ",ineffective
4233,1254785173893177347t, I don ’ t understand why the media is going nuts over Trump mentioning the injection of disinfectants ? I guess they haven ’ t done their homework to know that a lot of the already approved FDA vaccines for things other than Covid - 19 have disinfectants included in their formulation . ,political
3707,1368939262406713355t,"My take on the vaccine . Some are dying , some are hospitalized , some have reactions but not deadly . Next flu season , people who took the vaccine will get a big surprise . This vaccine will kill more than Covid - 19 and at a much faster rate . Depopulation achieved .",side-effect
659,1314403789357547521t,Oh sorry make that 40 years later . You make the call on the vaccine and COVID hysteria that ’ s happening !,side-effect
4263,1329075666633932801t,Isn't Moderna the GATES ' vaccine ? I wouldn't take that one for all the money in the world !,pharma
6281,1230853174371766278t,"   And herd immunity is a ridiculous argument . In Canada , the over 40 year old population isn ’ t vaccinated against 14 strains of things that we give to infants . Yet they boast herd immunity equals 95 % of the population . For those 14 things , we are lucky if it ’ s even close to 50 % .",unnecessary
5943,1278374230711828480t,"Incredulously , Trudeau is still supported and viciously defended . #EnoughIsEnough Health Canada now stocking Chinese army's COVID - 19 vaccine for human trials  via ",country
8076,1372183872520081409t,"46 residents in Spanish nursing home who had received their first dose of Pfizer - BioNTech ’ s fast - tracked vaccination against COVID - 19 at the beginning of January had died by the end of the month , Spanish media have reported . ",side-effect
4013,1388289624221655040t,UCSF treats man who developed rare blood clot after Johnson and Johnson vaccine ,side-effect
7139,1255878329070125057t,    Maybe Bill Gates could be the first to test it out,none
9546,1299525297956687873t,I ’ ve said this before and I ’ ll say it again with 1000 % conviction : I ’ ll get covid 19 again before I ever let anyone put any “ vaccine ” that is approved under this madman ’ s administration . No fu — king way !,political
6217,1374028161743253504t, Healthy people in their 20 ’ s are getting vaccinated in other states ... there better be some Pfizer left when its my turn bc i ’ m not getting that knockoff canal street J & J shit,pharma
4144,1339697165879402497t, Ohhhhh aahhhhhh ohhhhhh anti - science within science ? Unbelievable . Because every argument against puppy Moderna or even abstain is automatically anti - science . Moderna is a religion already ! ! !,pharma religious
7735,1334083141456236544t," Wouldn't it ? Pfizer have form for manipulating data , they are currently being sued in several jurisdictions . Google Zoloft and see how they lied . Unfortunately for anyone who may be damaged or killed by this vaccine they have received indemnity from all governments .",pharma political
7597,1181214651432030210t,Why is the crisis so high on e - cigarettes and not on vaccine injuries . Especially when vaccine injuries mostly harm you children who can ’ t make the choice .,side-effect
2603,1382269833891311617t,Sky News :  VACCINES don't work ! ! ... Don't take my word for it ... Boris Johnson said they aren't working yesterday & he only tells us what SAGE ... NERVTAG & SPY - B have told him to say ! ! 🏴 󠁧 󠁢 󠁥 󠁮 󠁧 󠁿 🇬 🇧,ineffective
4796,1374786826167275522t, Completely nuts if you ask me : ) If you're going to the trouble of an antibody test and you have detectable levels no need to have even one dose of Sputnik or any other vaccine .,none
1029,1319323991602069505t, So many people believe a vaccine may create immunity but the infection itself will not . Of course there's no $ behind natural immunity & it doesn't fit the commonly promoted narrative . Several reports are out questioning natural immunity . Is it simply due to $ & politics ?,political
6647,1334152229817778178t,  How can you say the vaccine is safe when there are only very little safety studies which have occurred only over a few months . Vaccines usually have 10 years or so worth of safety studies . Turn off the TV and think for yourself . Pfizer has paid 4bil worth of fines since 2000 .,pharma
510,1326998809155612672t,"these #covid19 rules are regulating of every aspect of human behaviour and with the invasive nature of these rules , are simply about narcissistic authoritans trying to see what they can get away with for the 4th industrial revolution #CovidVaccine #Covid_19 #COVID",conspiracy
6990,1417178021849620488t,"      They cannot mandate for something that doesn't work ! The vaccines are proving to be ineffective . In Israel which boasted the highest vaccination figures in the world , 80 % of those hospitalised are vaxxed !",ineffective mandatory
5208,1336662685593776129t,"COVID vaccine contains SYNCITIN - 1 , a protein that causes creation of antibodies against proteins the body uses to form the PLACENTA . Pfizer KNOWS this , but filed an emergency application to get vaccine approval in spite of known dangers . COVID VACCINE CAUSES STERILITY .",rushed side-effect
3376,1316190369248415744t,    Hope you enjoy the free tracking chip that comes with it courtesy of Shill Gates ! !,conspiracy ingredients
2266,1296007212070912000t," Correct . Any vaccine rollout should be for those in the older / at risk / healthcare workers first , then scale upwards as needed . The damage that has been done through COVID won't be solved by a vaccine . Anyone that disagrees are either dumb / stupid / woke or any or all of the above ...",ineffective
2779,1351470992481275912t,"De grijns met de Noorse gedachte ? 🤔 55 Americans Have Died Following #COVID #vaccination , Norway Deaths Rise To 29 Norwegian agency found that “ the number of incidents so far is not alarming , and in line with expectations , ” #Pfizer said . ( What ? ) #COVID19 ",side-effect
7117,1338238554606989312t,    This vaccine has proven fatal during the trials . DO NOT TAKE IT !,side-effect
1819,1287878410363002882t, The vaccine if by miracle it happens won ’ t be enough to save him,ineffective
8066,1255704623173730304t, Dr Judy Mikovits PHD Fired Jailed Broke For Proof of #Vaccine Injuries by the Government In her research she was able to show how #25MILLION #Americans WERE #INFECTED FROM #VIRUSES THAT CAME OUT OF #LABS INTO #HUMANS BY #CONTAMINATED #BLOOD IN #VACCINES ! ,side-effect
4902,1368977824221179911t, The CDC is going to need to do a better sales job for a vaccine that doesn't actually prevent people from getting COVID . And some of us never stopped gathering with friends and family . Focus on stopping the viruses / diseases that are truly serious .,ineffective
7403,1363365118319489025t, bribing employees here in Tulsa with 2 days off and 80.00 to get the covid vaccine ... what a joke #viral #amazon #COVID19 #covid #COVIDVaccine #Tulsa #Oklahoma #news  ,none
4746,1376918768949981185t,"  For travel yes I agree . For use as a tool to force people to take the vaccine so you can enjoy freedom within Canada ie concerts , movies , socializing not so much and it is very reminiscent of nazi like behavior . Look around you sunshine , it's happening already .",mandatory
852,1371795486688960514t,"I don ’ t understand this push for people to get the corona vaccine . Sure , those at a higher risk of dying should probably get it . However , for those of us in a low risk category , why should we be pushed to inject something into our bodies we don ’ t necessarily want or need ?",rushed
4158,1340424169226309633t,""" In the Pfizer contract , it's very clear : ' we're not responsible for any side effects . ' If you turn into a crocodile , it's your problem , "" Bolsonaro said . #Brazil #coronavirus #Covid19 #CoronaVaccine #RE ",side-effect
1673,1376703852599246849t," Why do you need a vaccine for a virus that has a 99.6 % + recovery rate , is treatable , and curable ? Wake up America ! #plandemic",unnecessary
5584,1374727144396455937t,"I am not goin to play russian roulette with my life for a vaccine , do I need to risk my life , we already risk our life by just living every day now never knowing if we get the virus or not , the vaccines don't even help ! vaccinated people still get covid !",country ineffective side-effect
7255,1284718782380937221t,"   "" Instead of injecting an antigen & adjuvant as with traditional vaccines , Moderna plugs a small piece of coronavirus genetic code into human cells , altering DNA throughout the human body and reprograming cells to produce antibodies "" You can be a guinea pig if you choose to",conspiracy ingredients
4610,1337328164880719872t,  It takes your body a minimum of two years to form antibodies after taking any vaccine so it's actually kind of useless because after six months the strain would have already mutated as it has already so how many times will you inject yourself with COVID ?,ineffective
8196,1329193827379208192t,So THEY SAY . But I remember thalidomide . Pfizer and BioNTech say their vaccine is ' 95 % effective ' and has passed safety checks ,ineffective ingredients
3663,1443481095719190529t,"    They actually had to stop the polio vaccine in Canada , as people were catching polio from it .",side-effect
7949,1252774081436569600t,  another reason it would be a serious mistake to randomly give covid vaccines . not to mention covid causes a prion disease . wtf would give a vaccine with weakened prion disease . Gates is out of his mind .,side-effect
6141,1403144879543226371t,FDA extends shelf life of Johnson & Johnson Covid vaccine  via  Based on what science ? ?,pharma
8281,1286677953070264320t, He got one  is getting Pfizer to created millions of vaccines that r not yet even proven or auth by FDA At a massive cost to the taxpayer Not the best program but it ’ s a plan Well sort of Not really #TrumpKillsUs #TrumpVirus,rushed
2849,1374117806363586564t,"   Before first dose will leave the line , whole of EU will be already vaccinated , what is the point to do it ?",none
3263,1290380384035844096t,"If you really want to know what is going on with this Covid - 19 vaccine global scam by big pharma ( although published in 2009 ) , this corruption is now even worse - World Health Organisation ‘ Mr Swine Flu ’ Under Investigation for Gross Conflict of Interest - ",pharma
2095,1266293295228977157t, The Kawasaki symptoms in kids had already been Associated with MMR immunizations . #NoVaccines #BiilGateisEvil #ArrestBillGates #ArrestFauci,side-effect
6026,1445741022437261339t,BREAKING : SWEDEN suspends moderna vaccine for the under 30 ( ! ! ) citing myocarditis and other risks ; Denmark suspends it under 18 ,side-effect
7314,1377288366211825666t,Hematologists seem to be gaining confidence in asserting that  ' s COVID vax may induce a rare and dangerous clotting disorder in something like 1 in 25K vax recipients under 65 . Good summary here at Science ,side-effect
9664,1364679777299406855t," Followers of Scientism claim to love science , but when someone questions our current understanding of a particular vaccine , they shut them down . Asking questions is how science advances . They are more anti - science than anti - vaxxers .",none
491,1271507362432659460t,FOLLOW THE MONEY All roads lead to the Gates Vaccinate the World Mafia ! Get Govt's and the Mainstream Media to terrify people into believing that they are at serious risk of dying from #COVID thus creating vast demand for #vaccines they think will protect them $ TRILLIONS ! ,pharma
5744,1377273434917400583t, Because children don ’ t need the vaccine in the first place ! !,unnecessary
4603,1291035691363766273t,CNN : Moderna already got $ 400 million for a Covid vaccine that isn't available . = It's unlikely to even work . #corruption ,pharma
5366,1222178423294042113t, So the flu vaccine is supposed to LESSEN the symptoms of the flu ? I don ’ t think that ’ s how vaccines work . FYI .,unnecessary
4686,1305952273927991298t,Respected researchers from several countries are questioning the authenticity of the data that their Russian colleagues presented in the  journal at the beginning of September as evidence of the vaccine's effectiveness . It is about the suspicion of clumsy manipulation .,ineffective
4071,1326611306577682432t,From someone who has gotten the vaccine for covid - 19 ; he said it felt like a severe hangover ... I'd rather have a real hangover thank you ! ! #STOPtheCOUP,side-effect
1703,1414926109364396032t,FDA reportedly will issue warning on Johnson & Johnson vaccine about rare autoimmune disorder  ,side-effect
5535,1328093462437105667t," Certainly I want a full and proper stage 3 trial , our history with attempts at corona vaccines is not good , our only two attempts killed people in the 60s & 70s .",rushed side-effect
4792,1334615030504026126t, “ Take the Covid - 19 vaccine and you are going to go to your DOOM ! ” - mit Prof . Dr . Sucharit Bhakdi SHARE ! ,none
7665,1364616450384797697t,I was offered the COVID - 19 vaccine yesterday and * Hesitated * because I asked the VAMC How Long the vaccine Stays Effective and the People on the phone DIDN ’ T EVEN KNOW . I Googled it and WASN ’ T Convinced so No vaccine for Me right now . FUCK THAT SHIT . #Adulthood #Maturity #Reality,ineffective
3606,1264626610357129216t,  We don ’ t have vaccines for the other 18 strains of Corona ? I thought like with all vaccines we get it our immune system fights it and we carry on till someone else has bat for breakfast snake for dinner 😀,ineffective
6910,1335282954919170051t,    Long - term game plan is to have everyone taking vaccines permanently . Mega bucks for those with their nose in the trough !,pharma
7538,1352684348038733824t, A flu shot isn ’ t 100 % effective against the flu the flu and we don ’ t wear masks . The COVID vaccine is what 95 % if you get both doses they say ? But have to wear a mask still 🤦 ‍ ♂ ️ . Ain ’ t getting me to get it,ineffective
6904,1374413820022550535t, They have not undergone any long term safety testing . Deaths and Injuries can be tracked here  it's estimated that minimal people even report vaccine injury and death because Pharma lines their pockets with cash,pharma rushed side-effect
6035,1327111696477876225t,Several volunteers have reported side effects like ' severe hangover ' and ' headache ' and also said the Pfizer coronavirus vaccine shots ' left them aching all over ' . #Pfizervaccine #World #CoronaVirusVaccine ,side-effect
5570,1326601842697113600t," Sorry … Forgot to add govt expecting Deluge of adverse reactions to the vaccine , so seeking software companies to tender.Funny as Bozo Johnson failed to mention this in this weeks briefing , stating there were no reasons not to have the vaccine . Wanker . RT !  ",political side-effect
6152,1298336431954370560t,      Properly a fake vaccine . Remember the Russians ( GRU ) tried to steal our vaccine data . So any vaccine that ’ s rushed for Trumps political advantage is very dangerous . No senior should agree to use it . Trump is desperate .,political rushed
6602,1339823130324455425t,"Nurse FAINTS moments after receiving coronavirus jab in another flop for confidence - building PR drive ( VIDEO ) A nurse at a Tennessee hospital collapsed soon after taking a dose of Pfizer ’ s coronavirus vaccine . Though she recovered moments later , the mis …  ",side-effect
1653,1354010555535790085t,"          What about birth defects . It's too short a time to check that . Thalidomide was supposed to be safe for some time . On vaccine , if you only get 1 dose it's not so effective , is it ? Millions of 1st jab only are not vaccinated . If I know I would have 2 effective jabs , I'd have it .",ineffective side-effect
9806,1410050987557986313t,""" A further concern was raised in January , after the death of 30 very frail elderly patients in Norway after receiving the Pfizer - BioNTech COVID - 19 vaccine . """,side-effect
5418,1445634318110322688t,Clot risk linked to AstraZeneca vaccine could depend on which blood group you are  More evidence the risks of this vaccine are not properly understood .,side-effect
1445,1291764101820162048t,Lower drugs yes . But not a vaccine that has the Covid - 19 virus in it . Read Creature from Jykell Island and Deep State : 50 years ... These people wants the population thinned out . Taking the vaccine could kill you any way,conspiracy ingredients side-effect
1431,1337746876041293825t,"  Pfizer vax wasn't tested on many over 60 if your mum is on any meds , the Pfizer vax hasn't yet been tested against any other medication If she has any allergies , note it can / has already produced heightened immune responses : Former Pfizer Chief : ",rushed side-effect
3313,1303352257623269376t," Dr Vernon Coleman has laid down a £ 100000 challenge to any of your health advisors to participate in a public debate about the dangers of a COVID - 19 vaccine . Will you put forward your senior advisors such as Whitty or Vallance ? And if not , why not ?",side-effect
8112,1408781103238840325t," Animal bio - dispersion studies conducted by Pfizer shows the largest concentration of vaccine nano - lipids ends up in the ovaries . They don't know how , why , or what it means in the long term .",side-effect
7436,1374307052567269378t," According to Guido , 76 % of care workers & 90 % of residents have been vaccinated . In other words , herd immunity has been achieved overall for that environment . Compulsory vaccination for one sector will drift to national compulsion . This is drip - fed coercive control .",mandatory
9721,1385524243232804864t,US woman hospitalised after J & J shot with similar symptoms as blood clot cases : A Texas woman who received Johnson & Johnson's Covid - 19 vaccine has been hospitalised after showing symptoms similar to those of six people who recently suffered blood clots …  ,side-effect
7186,1430706135431098371t,Scottish woman develops severe and painful rashes all over her body immediately after getting AstraZeneca coronavirus vaccine ,side-effect
1762,1372214913406410757t, You think vaccine is safer than Covid for an 18 year old ? 🤔,ineffective
9889,1326014177752846337t,They are claiming the Pfizer vaccine will be 90 % effective . They can't get to first base after all these years but they are going to hit a home run on this one . The sheep are so relieved . Salvation at the business end of a needle . ,ineffective
7516,1293246301644238848t,I ’ m not taking a Russian vaccine until a Cuban doctor tells me it ’ s ok .,country
1001,1301992807226372101t,  I will NEVER accept a COVID - 19 vaccine . EVER . There is way too much science and life experience proving that it is not neccesary .,unnecessary
7250,1336622477712236544t,    However .. Pfizer are still indemnified from any adverse consequences .. There is no positive spin that you can put on this . ,side-effect
5684,1425117609771651074t,"Israel add to CDC's "" avoid travel "" list due as Delta "" wreaks havoc "" on a highly vaccinated population . Despite high vaccination rates , Israel recently found out the hard way Pfizer - the best vaccine against delta - is only 39 % effective in stopping Delta infections . ",ineffective
296,1336031702561546242t, Ben please explain why Pfizer need LEGAL PROTECTION for the covid vaccine ? ? ?,pharma
6798,1338667210886287360t,Shocking report on COVID vaccine adverse effects : the roll - out continues anyway ,side-effect
3185,1335599087635345410t,"#Macron : I Will Not Get Vaccinated by The Pfizer - BioNTech Vaccine - No Virus has been Treated with this Company's Technology A Statement about the Pfizer - BioNTech Vaccine was made by the President of France , Emmanuel Macron , During an interview . #Goldendawn #Nationalism #Greece ",ineffective
6988,1280056645167599616t, I want to know how many of those who have died from COVID had a flu vaccine within the last 3 months ... but they won't release this information !,side-effect
8122,1304470105896566784t, Bad dude ! Vaccine for the covid will change every cell in your body enabling the virus to destroy you ! ! And this is the leading virus to be considered ? ? ? “ Event 21 ” liars killers ! ,side-effect
1913,1326833897108353025t,"  Not many people will take the option to have this vaccine , just shows they are not confident about it being safe - please #TakeCare #Covid_19 have a long hard think about being injected with something that still needs testing   - #WearAMaskSaveALife",rushed side-effect
711,1334579426911203330t,  Please consider this - Why is the UK the first nation to ' try ' the Pfizer vaccine even though it's being made in Belgium jointly by American & German companies ? Ever considered that we are being used as lab - rats while the rest of the world sit back and watch .. #CovidVaccine,conspiracy country
4503,1333364570640035841t, No . 1 . Had covid . 2 . Risk of taking a new vaccine Vs benefit to my health = negative,side-effect
6173,1414073004452040704t," I know several families where everyone got COVID 19 Vaccinated people had either mild disease or asymptomatic positivity . Unvaccinated ended up in ICU , and some died ( all unvaccinated ) Vaccine Oxford ChAdOx 1",side-effect
4223,1355243850864893953t,"  Right . If you think for yourself and think it's ridiculous for healthy people who won't die from a virus to be wary of an untested , experimental vaccine , then you must be in a cult . U do know they've been working on mRNA vaccines for a while , but have never passed animals trails ?",rushed
4140,1350089923253178369t,Investigation launched as 2 people die in Norway nursing home days after receiving Pfizer ’ s Covid - 19 vaccine The Norwegian Medicines Agency has announced that two nursing home residents passed away days after receiving the Pfizer - BioNTech Covid - 19 vacci … ,side-effect
7219,1441591491080724480t,"CNBC : CDC director defends unusual decision on Pfizer ’ s Covid boosters : ‘ This was a scientific close call ’ "" unusual "" No . Totally usual . But , the choice is easy when your masters want bigger profits . You never follow the science . Always follow the money .",pharma
4449,1382294574132039681t,Oregon calls for halt in use of Johnson & Johnson COVID - 19 vaccine  ,side-effect
8074,1246889194099806208t," True ! Clinical trials are done everywhere . You know why Big Pharmas prefer Africa ? They get away with everything . Pfizer was sued in Nigeria during the Meningitis outbreak , their trial led to the death of 11 kids . The HIV vacinne , all unethical & done without informed consent .",rushed
9058,1338547064062545921t,"Didnt they say if you already caught covid you are immune to it , why i need a vaccine ?",unnecessary
